Name,Area,Full_Address,Dining,Veg,zomato_reviews,zomato_ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost
Fung Shway,"Loudon Street Area, Kolkata","12, DR. U N Brahmachari Street, Loudon Street Area, Kolkata",1,0,0,-,0,,,,650
Xin,"Prince Anwar Shah Road, Kolkata","108, Jodhpur Gardens, Prince Anwar Shah Road, Kolkata",0,0,0,-,2,,,,250
46 The Art Restaurant,"Behala, Kolkata","597 Parnasree Palli, Near Agomani Comunity Hall, Behala, Kolkata",1,0,10,-,2,,,"Menu, Ambience, Service, Food",300
Bhojonaloy,"Behala, Kolkata","78/1, Ho-Chi-Minh-Sarani, Borough 14, Behala, Kolkata",0,0,0,-,0,,,,50
Priya Tiffin Center,"New Alipore, Kolkata","200, Block J, Sahapur Colony, New Alipore, Kolkata",0,0,0,-,8,,,,100
Mama's Bakery,"Tollygunge, Kolkata","36, Flat 201, A Block, Ganges Residency, Tollygunge, Kolkata",0,1,0,4,19,,,"Fresh Food with Good Quality, Proper Packaging, Great Portions, Worth the Money",200
Chef's Boutique,"Behala, Kolkata","45, Ho-Chi Minih Sarani, Behala, Kolkata",0,0,0,-,17,,,,200
FF1(Food Factory),"Tollygunge, Kolkata","9/8B, Manick Bandhopadhay, Sarani, Tollygunge, Kolkata",0,0,0,-,19,,,,150
Ttoniq Cafe,"Lake Gardens, Kolkata","221 A, Jodhpur Gardens, Opposite South City Mall, Near Lake Gardens, Kolkata",0,0,4,-,19,,,,250
Yummy Kitchen,"Behala, Kolkata","299/A, Diamond Harbour Road, Behala, Kolkata",0,0,0,-,1,,,,100
To Go,"New Alipore, Kolkata","15, Ustad Allauddin Khan Sarani, F Block, New Alipore, Kolkata",0,0,0,4,26,,,,150
Dhakai Rasoi,"Behala, Kolkata","P-43, Bhupen Roy Road, Behala, Kolkata",0,0,0,-,18,,,,150
BN Food Centre,"Prince Anwar Shah Road, Kolkata","1/9, Rajendra Prasad Colony, Near Kali Mandir, Prince Anwar Shah Road, Kolkata",0,0,0,-,7,,,,100
Rahaman Kitchen,"Prince Anwar Shah Road, Kolkata","58/35A, Lake Garden, Near Tirupati Bhawan, Prince Anwar Shah Road, Kolkata",0,0,0,-,1,,,,150
Heal Thy Food,"New Alipore, Kolkata","603/1/B, Block O, New Alipore, Kolkata",0,0,0,-,8,,,,250
Food & Foodies,"Joka, Kolkata","60/1 Ward 144, James Long Sarani, Dakshini Apartment, Joka, Kolkata",0,0,2,4,14,,,,300
Bake And Steam,"Lake Market Area, Kolkata","10C, Southern Avenue, Lake Market Area, Kolkata",0,0,30,4,15,,"Sizzler, Cheesecake, Mocktails, Desserts","Amazing Interiors, Awesome Spot to Hangout, Comforting Atmosphere, Excellent Location, Portion, Fresh Food",1200
The Titanic Kitchen,"Behala, Kolkata","H5-1/267/1, 2, 3, Babur Bagan Road, Pojoteshibrampur, Maheshtala, Behala, Kolkata",0,0,0,-,1,,,,250
North Indian By Ranna Baati,"Tollygunge, Kolkata","P-516/4, B.L. Saha Road, Kalabagan, Basant Lal Saha Road, Ground Floor, Tollygunge, Kolkata",0,0,0,-,0,,,,200
Colab Coffee Calcutta,"Jodhpur Park, Kolkata","164/9/1, Prince Anwar Shah Road, Lake Gardens, Jodhpur Park, Kolkata",0,0,6,-,4,,,,700
Hot Dawg Tales,"Alipore, Kolkata","8/9, Alipore, Kolkata",0,0,0,-,11,,,,150
Foody,"Behala, Kolkata","560/A, Raja Ram Mohan Roy Road, Sarodapally, Biren Roy Road, Behala, Kolkata",0,0,0,-,2,,,,100
Topshhey,"Jodhpur Park, Kolkata","121, Ground Floor, Jodhpur Park, Kolkata",0,0,0,3,21,,,"Extensive Menu, Great Portions, Worth the Money, Delicious Food",200
Mirchi Restaurant,"Behala, Kolkata","297/E/2, Motilal Gupta Road, Behala, Kolkata",1,0,3,-,2,,,,400
B3 Big Bengal Biryani,"Tollygunge, Kolkata","135, Tollygunge Circular Road, Tollygunge, Kolkata",0,0,0,-,8,,,,100
Tummy Yummy - Rabindra Hotel,"Behala, Kolkata","637/1, Ho Chi Minh Sarani, Behala, Kolkata",0,0,0,-,19,,,,150
Hunger Twister,"Tollygunge, Kolkata","34/22, Netaji Subhas Chandra Bose Road, 1/18 Ashok Nagar, Tollygunge, Kolkata",0,1,0,-,20,,,,200
Oven To Plate,"Prince Anwar Shah Road, Kolkata","62/22, Rajendra Prasad Colony, Haripada Dutta Lane, Prince Anwar Shah Road, Kolkata",0,0,0,-,0,,,,150
Food Hubb,"Bhawanipur, Kolkata","17/1, Kundu Lane, Bhawanipur, Kolkata",0,0,0,-,0,,,,100
Salt N Spice,"Bhawanipur, Kolkata","12 Ramesh Mitter Road, Ground Floor, Bhawanipur, Kolkata",1,0,24,-,10,,,"Good Music, Elaborate Menu, Fresh Food, Prices, Good Quality, Ambience",800
Williams Kitchen,"Loudon Street Area, Kolkata","40, 5th Floor, Shakespeare Point, Shakespeare Sarani, Loudon Street Area, Kolkata",1,1,17,-,6,,,"Great Food Great Service, Elaborate Menu, Good Quality, Ambience",2000
Flavourable,"Desapriya Park, Kolkata","100, Flat 1A, First Floor, Monoharpukur Road, Desapriya Park, Kolkata",1,0,0,-,0,,,,600
Hello Hakka,"Behala, Kolkata","16/3, Ward-116, Chanditola Main Road, Behala, Kolkata",0,0,0,-,0,,,,200
Zomoz- The Momo Company,"Thakur Pukur, Kolkata","203, 2nd Floor, Mahatma Gandhi Road, Thakur Pukur, Kolkata",0,0,0,-,0,,,"Packaging, Quality, Food, Taste",200
Eaterio's!,"Lake Gardens, Kolkata","A137, Lake Gardens, Borough X, Lake Gardens, Kolkata",0,0,0,-,21,,,,150
Gharoya Bhuribhoj,"New Alipore, Kolkata","24, Near Radha Krishna Mandir, Malakar Para Road, New Alipore, Kolkata",0,0,0,-,4,,,,100
Hungry La,"Tollygunge, Kolkata","28, Mahatma Gandhi Road, Ward 115, Borough-X, Tollygunge, Kolkata",1,0,3,-,11,,,,300
Mini 59 Cafe,"Tollygunge, Kolkata","35, Chandi Ghosh Road, Tollygunge, Kolkata",1,0,9,-,7,,,"Best in Service, Nice Concept, Affordable Prices, Student Crowd, Cafe, Fresh Food",350
Café Mezzuna,"Jodhpur Park, Kolkata","1/504, Gariahat Road (South), Jodhpur Park, Ground Floor, Kolkata, Jodhpur Park, Kolkata",0,0,0,3.4,85,,,"Reasonable Price, Food, Service, Quality, Taste",500
Saffron Cafe,"Park Circus Area, Kolkata","24, Tarak Dutta Road, Park Circus Area, Kolkata",1,0,1,-,1,,,,500
The nightingale,"Jodhpur Park, Kolkata","200, Jodhpur Park, Kolkata",0,0,0,-,4,,,,100
Pocket Friendly Autowalla,"Jodhpur Park, Kolkata","1/201, Borough-X, Gariahat Road, Jodhpur Park, Kolkata",0,0,16,-,2,,,"Decor, Prices, Good Quality, Quantity, Food, Taste",200
The Spice World,"Behala, Kolkata","302-A, Raja Ram Mohan Roy Road, Behala, Kolkata",1,0,0,-,0,,,,300
Kychang,"Tollygunge, Kolkata","51/5B, Prince Golam Mohammad Shah Road, Tollygunge, Kolkata",0,0,0,-,0,,,,100
Roll Wala,"Prince Anwar Shah Road, Kolkata","51/5B, Prince Golam Mohammad Shah Road, Jadavpur, Near Prince Anwar Shah Road, Kolkata",0,0,0,-,0,,,,100
Foodies' Point,"Tollygunge, Kolkata","48/3, Netaji Subhas Chandra Bose Road, Tollygunge, Kolkata",0,0,0,4,16,,,,150
Hungon,"Golf Green, Kolkata","35/15, Prince Golam Mohammad Shah Road, Golf Green, Kolkata",0,0,0,-,0,,,,200
Cafe I Can Flyy,"Hazra, Kolkata","4B, Valmiki Street, Hazra, Kolkata",1,0,868,4,105,,"Chicken Poppers, Double Cheese Pizza, Choco Frappe, Chicken Meatballs, Chicken Tikka Sandwich, Cappuccino","Play Area, Space Management, Awesome Cafe, Pretty Cafe, Positive Vibe, Beautiful Cafe",800
Gali Parathewali,"Prince Anwar Shah Road, Kolkata","188/95, Ward 93, Prince Anwar Shah Road, Kolkata",0,0,0,-,0,,,,200
Dosa Junction,"New Alipore, Kolkata","13, Alipore Avenue, New Alipore, Kolkata",0,0,0,-,0,,,,150
Healthy Smart,"Jadavpur, Kolkata","33/A, Avenue South, Jadavpur, Kolkata",0,0,0,-,0,,,,150
Suruchi Chinese Restaurant,"Tollygunge, Kolkata","4/3, Netaji Nagar, Tollygunge, Kolkata",0,0,0,-,0,,,,150
Bune -The Coffee Room,"Jodhpur Park, Kolkata","219, Jodhpur Park, Kolkata",1,0,158,3.6,75,,,"Great Recommendations, Great Ambiance, Cozy Ambience, Amazing Food, Reasonable Prices, Prompt Service",500
Chef Abs Bistro,"Lake Gardens, Kolkata","45/1A, Sultan Alum Road, Lake Gardens, Kolkata",0,0,0,-,0,,,,200
Heena's Kitchen,"Tollygunge, Kolkata","57/2E, Netaji Subhash Chandra Bose Road, Nehru Colony, Tollygunge, Kolkata",0,0,0,-,0,,,,200
Tandoor Hub,"Joka, Kolkata","2, Mukund Das Colony, Mahatma Gandhi Road, Joka, Kolkata",0,0,0,-,0,,,,350
A-One Taj Biryani House,"Tollygunge, Kolkata","15 Nsc Bose Road, Ashoke Nagar, Borough X, Kolkata Municipal Corporation, Tollygunge, Kolkata",0,0,0,-,0,,,,100
Wok Haven,"Joka, Kolkata","60/1, James Long Sarani, Thakur Pukur, Mahestola, Joka, Kolkata",1,0,32,3.8,498,,,"Customizable Food, Elaborate Menu, Fresh Food, Good Quality",500
Tasty Bites,"Tara Tala, Kolkata","318, Ground Floor, Parnashree Pally, Tara Tala, Kolkata",1,0,103,4.1,1441,,,"Variety of Veg Options, Fusion Dishes, Gastronomical Experience, Family Place, Awesome Food, Main Course",400
Amar Cafe,"Behala, Kolkata","Flat A/101, 3/F Kailash Ghosh Road, Kailash Apartment, Near Philips Quarter, Behala, Kolkata",1,0,87,3.5,247,,,"Cafe, Owner, Interior, Hospitality, Nice Place, Good Place",650
Love Eat,"Behala, Kolkata","306, Santosh Roy Road, Behala, Kolkata",1,0,0,-,0,,,,500
LunchBox - Meals and Thalis,"Joka, Kolkata","203, 2nd Floor, Mahatma Gandhi Road, Near Jana Small Finance Bank, Joka, Kolkata",0,0,0,4.2,553,,,"Cute Packaging, Food Presentation, Great Portions, Timely Service, Worth the Money, Delicious Food",200
Paribeshan,"Thakur Pukur, Kolkata","10, Chandi Charan Ghosh Road, Mail 12, Ward 124, Thakur Pukur, Kolkata",0,0,0,3.6,87,,,,100
Agapastala,"Behala, Kolkata","132/13, 145, Netaji Subhash Road, Borough-14, Behala, Kolkata",0,0,0,-,18,,,,150
Gharkoo Momo & Maggie,"Behala, Kolkata","Shibrampur Road, Joth Shibrampur, Behala, Kolkata",1,0,4,3.9,109,,,,200
Bangalir Rannaghar,"Behala, Kolkata","32/A, Drak Paul Road, Behala, Kolkata",0,0,0,-,3,,,,100
Anjana's Kitchen,"Behala, Kolkata","F3-91/A/NEW, Gharami Para Road, P.O.- Roypur, P.S.- Maheshtala, WARD NO.-23, South Twenty Four Parganas, Behala, Kolkata",0,0,0,-,2,,,,100
Hot Crispy Fried Chicken,"Behala, Kolkata","65/2, Biren Roy Road W, Natunpara, Bakultala, Behala, Kolkata",1,0,48,4.5,1003,,,,250
Mom's Magic Kitchen,"Baranagar, Kolkata","77, Narayan Pally, Baranagar, Kolkata",0,0,0,-,13,,,,100
The Hangla Hensel,"Behala, Kolkata","12/1, S.N Roy Road, Kolkata Municipal Corporation, Behala, Kolkata",0,0,0,-,7,,,,150
Red Chillies,"New Alipore, Kolkata","32, Dr Kotnis Sarani, Block O, New Alipore, Kolkata",0,0,0,-,2,,,,500
Kabab House ,"New Alipore, Kolkata","1/1, Nalapukur Lane, New Alipore, Kolkata",0,0,0,3.9,38,,,,50
Tatka,"Behala, Kolkata","123/1, Roy Bahadur Road, Behala, Kolkata",0,0,2,3.6,95,,,,400
Foodies,"Behala, Kolkata","1 Rabindra Nagar, Lamp Post 205, Behala, Kolkata",0,0,0,4,34,,,,100
Bhojon,"Behala, Kolkata","19/5, Kallipada Mukherjee Road, Behala, Kolkata",0,0,0,-,16,,,,200
Chandan Unique Enterprise,"Thakur Pukur, Kolkata","House 23/A, Sarat Chandra Road, Near Sri Radha Krishna Temple, Thakur Pukur, Kolkata",0,0,0,-,0,,,,100
Indian Plate,"Behala, Kolkata","76/2, Flat B, Banamali Naskar Road, Near Behala Club, Behala, Kolkata",0,0,0,4.1,180,,,,100
Combo Inn,"Tollygunge, Kolkata","21B, Chandar Village Road, Tollygunge, Kolkata",0,0,0,-,2,,,,100
Taste Of Salt,"Tollygunge, Kolkata","91 A Mahatma Gandhi Road, Tollygunge, Kolkata",0,0,0,-,1,,,,150
Binge In Cafe,"Behala, Kolkata","16, Sursuna Main Road, Behala, Kolkata",1,0,0,-,5,,,,400
Roop's Kebab & Tandoor House,"Behala, Kolkata","47, Sashi Bhushan Mukherjee Road, Behala, Kolkata",0,0,0,-,6,,,,100
Raj Fast Food,"Behala, Kolkata","Sarsuna Main Road, Behala, Kolkata",0,0,0,-,4,,,,100
Abhishek's Kitchen,"Tollygunge, Kolkata","10/1, Kalipur Road, Haridevpur, Tollygunge, Kolkata",0,0,0,-,0,,,,100
Griddle & Woks,"Tara Tala, Kolkata","842/X, Parnasree Pally, Upen Banerjee Road Behala, Tara Tala, Kolkata",0,0,0,-,0,,,,100
Sloka's,"Behala, Kolkata","39/A, Opposite Ramkuthir Building, Behala, Kolkata",0,0,0,-,3,,,,50
New Food Plaza,"Behala, Kolkata","104/1/24, Satyen Roy Road, Near Madhuri Jewellery, Behala, Kolkata",0,0,0,-,3,,,,100
Tasty Bites,"Behala, Kolkata","164/1, Dr. A K Paul Road, Behala, Kolkata",0,0,0,-,3,,,,150
Lavanese,"Behala, Kolkata","25/A, Parui Paka Road, Behala, Kolkata",0,0,0,-,8,,,,300
Barbiqueen's,"Behala, Kolkata","178, Ho-Chi-Minh Sarani, Biren Roy Road, West Sarsuna, Behala, Kolkata",0,0,0,3.3,39,,,,300
Kwality Wall’s Frozen Dessert and Ice Cream Shop,"Entally, Kolkata","2, Ground Floor, Dr Lal Mohan Bhattacharyya Road, Ward 55, Entally, Kolkata",0,1,0,4.5,564,,,,100
Kabuliwala,"Shobha Bazar, Kolkata","34A, Ground Floor, Raja Naba Krishna Street, Ward 10, Shobha Bazar, Kolkata",0,0,0,4.2,628,,,,200
Azad Hind Dhaba,"Girish Park, Kolkata","16, Vivekananda Road, Girish Park, Kolkata",1,1,16,3.8,1024,,,,600
Bhikharam Chandmal,"Dalhousie BBD Bagh, Kolkata","19, Synagogue Street, Brabourne Road, Dalhousie BBD Bagh, Kolkata",1,1,50,4.2,1141,Sweets At It's Best!!,,,300
Baskin Robbins,"Girish Park, Kolkata","191, C. R. Avenue, Girish Park, Kolkata",0,1,0,4.3,425,,,,150
Mitra Cafe,"Dum Dum, Kolkata","14L/1A, Dum Dum Road, Dum Dum, Kolkata",1,0,822,4.4,5296,,"Chicken Kaviraji, Mutton Kaviraji, Brain Chop, Fish Kobiraji, Drums of Heaven, Fish Fingers","Great Value for Money, Good for Large Groups, Ample Seating Area, Relaxed Atmosphere, Food Menu, Friendly Place",500
LunchBox - Meals and Thalis,"Hatibagan, Kolkata","10/5, Principal Kshudiram Bose Road, Ward 11, Kolkata Municipal Corporation, Hatibagan, Kolkata",0,0,0,4.1,176,,,,200
Sweet Truth - Cake and Desserts,"Hatibagan, Kolkata","10/5, Principal Kshudiram Bose Road, Ward 11, Kolkata Municipal Corporation, Hatibagan, Kolkata",0,0,0,4.3,147,,,,200
The Good Bowl,"Hatibagan, Kolkata","10/5, Principal Kshudiram Bose Road, Ward 11, Kolkata Municipal Corporation, Hatibagan, Kolkata",0,0,0,4.2,145,,,,200
The Biryani Life,"Hatibagan, Kolkata","10/5, Principal Kshudiram Bose Road, Ward 11, Kolkata Municipal Corporation, Hatibagan, Kolkata",0,0,0,3.1,39,,,,150
C4U Cafe And Restaurant,"Sinthi, Kolkata","138B, Bidhan Park, Sinthi, Kolkata",1,0,9,-,6,,,"Nice Concept, Atmosphere, Good Quality, Food",500
Farzi Dhaba,"Park Street Area, Kolkata","24, Park Street Area, Kolkata",1,0,5,-,2,,,,800
Cocoberry,"Ballygunge, Kolkata","10, Gurusaday Road, Ballygunge, Kolkata",1,0,1,-,12,,,,300
Creamy Creation,"Girish Park, Kolkata","4/5, Singhi Bagan, Central Avenue, Near Central Bank, Girish Park, Kolkata",0,0,0,-,0,,,,150
Zoodle's Kitchen,"Shobha Bazar, Kolkata","T367, Rabindra Sarani, Shobha Bazar, Kolkata",0,0,0,3.7,33,,,,50
Kakoli Kitchen,"Shibpur, Howrah","25, Lokenath Chatterjee Lane, Shibpur, Howrah",1,0,3,3.5,251,,,"Value for Money, Packaging, Taste, Food",300
Hakka Fast Food Center,"Taltala, Kolkata","51 A, SN Banerjee Road, Near Mandal Medical Store, Taltala, Kolkata",0,0,0,-,3,,,,150
Baskin Robbins,"Minto Park, Kolkata","67A, Ground Floor, Ballygunge Circular Road, Opposite Tivoli Court, Minto Park, Kolkata",0,0,0,4.3,8,,,,150
Zoya Biriyani,"Hatibagan, Kolkata","49 Bidhan Sarani, Opposite Vivekand Museum, Hatibagan, Kolkata",0,0,4,4.1,19600,,"Basmati Rice, Chicken Biryani, Mutton Biryani, Meat","Quaint Little Place, Fancy Crowd, Low Price, Nice Food, Reasonable Price, Good Service",300
Deli Bites,"Kankurgachi, Kolkata","33/1A, Upendra Chandra Banerjee Road, Kankurgachi, Kolkata",0,0,0,-,7,,,,200
Denzong Kitchen,"Tollygunge, Kolkata","7/18B/1, Bijoygarh, Tollygunge, Kolkata",1,0,973,4.1,32400,Chinese Cuisines at the Affordable Prices!!,"Chicken Steamed Momos, Pan Fried Momo, Noodle, Veg Fried Rice, Chilli Chicken","Inexpensive, Pocket Friendly, Takeaway, Chinese Restaurant, Polite Staff, Prompt Service",500
Chowman,"Golf Green, Kolkata","144 A, Prince Gulam Hussain Shah Road, Opposite Katjunagar Post Office, Golf Green, Kolkata",1,0,1814,4.2,14900,"Combining contemporary elegance, an intimate ambience and an unparalleled service.","Duck Spring Roll, Coriander Fish, Lemon Pepper Soup, Shanghai Fried Rice, Chilli Wine Fish, Tsing Hoi Chicken","Best Staff, Affordable, Cozy Ambience, Good Value, Ample Seating Area, Quick Delivery",1000
Pizza Hut,"Tollygunge, Kolkata","123/3, N.S.C. Bose Road, Netaji Nagar, Tollygunge, Kolkata",1,0,505,4,10100,Pan Pizza,"Tandoor Paneer Pizza, Garlic Bread Stick, Masala Soda, Pizzas","Fantastic Food and Service, Ample Seating Area, Relaxed Atmosphere, Delivery Person, Contactless Delivery, Family Crowd",600
Balaram Mullick & Radharaman Mullick Sweets,"Jadavpur, Kolkata","39, Santoshpur Avenue, Jadavpur, Kolkata",0,1,0,4.4,722,,,,100
Kwality Wall’s Frozen Dessert and Ice Cream Shop,"Jadavpur, Kolkata","7/14, Bijoygarh, Jadavpur, Kolkata",0,1,0,4.6,950,,,,100
Baskin Robbins,"Jodhpur Park, Kolkata","34, Gariahat Road, Jodhpur Park, Kolkata",1,1,27,4.3,983,,,"Wonderful Presentation, Perfect Presentation, Great Portions, Fresh Food, Good Quality, Quantity",300
Subway,"Tollygunge, Kolkata","131/46, N. S. C. Bose Road, Tollygunge, Kolkata",1,0,59,4.1,5603,,,"Customizable Food, Elaborate Menu, Great Portions, Fresh Food, Good Quality, Price",400
Boogi Boogi,"Garia, Kolkata","Srinagar, Near Garia Station, Garia, Kolkata",0,0,0,4,4260,,,"Good Service, Spicy, Good Food, Price, Good Quality",100
Azad Hind Dhaba,"Tollygunge, Kolkata","185/1Q, N.S.C. Bose Road, Gaachtala, Tollygunge, Kolkata",1,0,427,3.9,6959,,"Aloo Ka Paratha, Afghan Chicken, Tikka Butter Masala, Rumali Roti, Tandoori Roti, Mutton Biryani","Great Seating Capacity, Desi Vibes, Pocket Friendly, Decoration, Location, Good Food",700
Dariole,"Naktala, Kolkata","243/3, N.S.C. Bose Road, Borough-X, Naktala, Kolkata",0,0,0,4.3,348,,,,100
Night Ninja,"Garia, Kolkata","1/10, Baishnabghata Patuli Township, Garia, Kolkata",0,0,0,3.9,8788,,"Egg Noodles, Pan Fried Momo, Garlic Chicken, Chowmein, Chicken Wings, Rolls","Contactless Delivery, Customizable Food, Good Taste, Cute Packaging, Good Quantity, Elaborate Menu",150
Cafe Coffee Day,"Santoshpur, Kolkata","E 226, Santoshpur Avenue, Near Titan Eye Showroom, Santoshpur, Kolkata",0,0,125,4.3,735,,,"Music, Nice Place, Good Place, Decor, Ambience",500
Banchharam's,"Jadavpur, Kolkata","B/4, Baghajatin Market Complex, Jadavpur, Kolkata",1,1,140,4,27,,"Radhaballavi, Barfi, Sweets, Snacks","Huge Vegetarian Menu, Family Crowd, Price, Quality",200
Chef Alladin,"Garia, Kolkata","1276, Tentulberia, Ward 6, South Twenty Four Parganas, Garia, Kolkata",1,0,820,3.7,14300,,"Kesari Firni, Masala Paneer, Afghan Chicken, Lahori Chicken, Roll, Chicken Biryani","Economical, Not very Crowded, Best Restaurant, Awesome Service, Reasonable Rates, Chinese",500
Royal's Biryani & Kebab,"Garia, Kolkata","1/1, B.P Township, Patuli, Near Patuli Fire Station, Garia, Kolkata",0,0,239,4,12500,,"Rolls, Chicken Biriyani, Mutton Biryani, Salad","Economical, Inexpensive, Great Ambiance, Polite Staff, Contactless Delivery, Portion",400
Baba Loknath South Indian,"Garia, Kolkata","Garia Station, Panchasayar Main Road, Ward 1, Garia, Kolkata",0,1,0,4,6831,,,"Tamper Proof Packaging, Worth the Money, Great Portions, Timely Service, Delicious Food, Good Quality",100
Sharma Sweets,"Tollygunge, Kolkata","170/157, NSC Bose Road, Tollygunge, Kolkata",0,0,0,4.2,14900,,"Kesari Jalebi, Khasta Kachori, Potato Curry, Hot Gulab Jamun, Kaju Barfi, Sweets","Breakfast, Worth the Money, Portion, Timely Service, Food",100
Kamdhenu's Sweets,"Jadavpur, Kolkata","B/43, Baghajatin Pally, Ward 96, Jadavpur, Kolkata",0,1,0,4.3,351,,"Nolen Gurer Sandesh, Radhaballavi, Sweets, Gulab Jamun, Snacks",,150
Red Bamboo Shoot Restaurant,"Garia, Kolkata","24, Block 1 A, Patuli Township, Garia, Kolkata",1,0,281,4.1,2356,,"Fried Rice Chicken, Chicken Hakka Noodles, Prawn, Starter, Chilli Chicken","Good for Large Groups, Family Place, Cutlery, Staff Behaviour, Courteous Staff, Good Quality Food",600
Haji'z,"Garia, Kolkata","Garia Main Road, Pratapgarh, Kamalgazi, Garia, Kolkata",0,0,0,3.6,570,,,,200
Lunchbox,"Jadavpur, Kolkata","3, Ganguly Bagan, Raja Subodh Chandra Mallick Road, Opposite PNB Bank, Jadavpur, Kolkata",0,0,0,3.6,65,,,,100
Gambit's Pizza,"Metropolis Mall, Hiland Park, Kolkata","1925, Ground Floor, Metropolis Mall, Chak Garia, Hiland Park, Santoshpur, Kolkata",0,0,3,4,393,,,"Proper Packaging, Great Portions, Worth the Money, Extensive Menu, Timely Service, Price",400
Golu Sahab,"Garia, Kolkata","56, Sreenagar Main Road, Garia, Kolkata",1,0,6,4.1,528,,,,500
Labonga Dhaba,"Garia, Kolkata","Nayabad Avenue, Panchasayar, Borough 7, Garia, Kolkata",0,0,3,3.9,458,,,"Good Price, Cute Packaging, Extensive Menu, Worth the Money, Timely Service, Great Portions",450
Maduroi Dosa,"Garia, Kolkata","Panchasayar Main Road, Near Garia Station, Garia, Kolkata",0,0,0,4,226,,,,100
Snack Shack,"Narendra Pur, Kolkata","54, NSC Bose Road, Mahamaya Apartment, Near Spencers, Narendra Pur, Kolkata",1,1,62,4.1,2416,,,,350
Fiery Chilly,"Narendra Pur, Kolkata","Plot-26/37, Nivedita Apartment, 3rd Row, Nilachal Complex, Opposite Mandirgate, Narendra Pur, Kolkata",0,0,0,3.7,879,,,"Delicious Taste, Owner, Worth the Money, Extensive Menu, Great Portions, Timely Service",150
Go Lebanese,"Ajoy Nagar, Kolkata","387, Ajoy Nagar More, Ajoy Nagar, Kolkata",1,0,363,3.7,4668,,,"Prompt Service, Preparation, Great Food, Good Food, Menu, Ambiance",300
Neil's Kitchen,"Upohar Town Centre, Garia, Kolkata","Shop 23, 2052, Ambuja Upohar Town Centre, Ajoy Nagar, Kolkata",0,0,210,4.1,2298,,"Noodle, Chicken Bharta, Rolls, Momo","Good Food, Price, Quality, Experience, Service, Staff",600
Doiwala,"Tollygunge, Kolkata","140/4A/1, Netaji Subhash Chandra Bose Road, Borough X, Tollygunge, Kolkata",0,0,0,4,44,,,,50
